t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region,year
2979,2021-02-28,일,11,513,20,25859.8700982222,201.39534082529087,5208057.352129208,1,27,10,2021
4713,2021-11-28,일,1,513,10,57692.85580235804,171.63405182382533,9902058.6026464,1,27,10,2021
5344,2021-05-02,일,22,513,20,28960.671081875487,94.48804914016684,2736437.31231646,1,27,10,2021
5716,2020-03-09,월,19,513,20,56486.07002371164,222.98918877568804,12595782.931714168,1,27,10,2020
6859,2021-03-12,금,4,513,10,68015.10526279348,54.84571793869085,3730337.278813539,1,27,10,2021
6909,2020-01-04,토,2,513,20,48964.007462349546,88.320220040529,4324511.913140816,1,27,10,2020
7131,2020-09-03,목,6,513,20,79538.40133626146,196.9760730174013,15667161.949298806,1,27,10,2020
8183,2020-06-28,일,17,513,20,35002.15598096402,196.96487278519223,6894195.199998034,1,27,10,2020
8383,2021-04-30,금,18,513,10,72642.0314244723,146.57735023777752,10647676.482088516,1,27,10,2021
8428,2020-08-16,일,21,513,20,65316.0225156235,180.55702007105825,11793266.388315124,1,27,10,2020
9372,2020-08-10,월,3,513,20,31375.05547056295,64.64171938326609,2028137.531362538,1,27,10,2020
1144,2021-09-10,금,16,972,30,94210.7337166418,204.7482600907459,19289483.810354978,1,42,1,2021
2222,2021-08-20,금,8,972,30,54828.11156779318,184.9657738110856,10141324.082737396,1,42,1,2021
2326,2021-01-12,화,8,972,20,43277.66717263953,172.18694290951322,7451849.206712197,1,42,1,2021
2684,2021-07-06,화,3,972,20,35760.3256459086,175.06332458088764,6260321.495667937,1,42,1,2021
2718,2021-02-27,토,19,972,30,52609.93079619209,195.50181140439304,10285336.768515317,1,42,1,2021
3837,2020-02-04,화,11,972,20,53924.4804804253,172.9112406550342,9324148.821548512,1,42,1,2020
7716,2021-12-13,월,22,972,30,57189.911195746754,93.08240504908773,5323374.478643856,1,42,1,2021
9758,2020-02-05,수,17,972,20,51505.92540886412,269.18386714207577,13864564.182289343,1,42,1,2020
9971,2021-11-24,수,12,972,20,64721.11499402819,226.11314536463385,14634294.882805878,1,42,1,2021
1147,2021-07-15,목,22,812,30,50230.80006729104,118.56972642784828,5955852.222230642,1,48,10,2021
1367,2021-01-16,토,20,812,30,28267.48701639141,159.2296029438963,4501020.733841748,1,48,10,2021
1672,2021-12-24,금,1,812,20,53612.85016991441,163.94984242953362,8789818.337555662,1,48,10,2021
1930,2020-12-19,토,15,812,30,22128.26403948184,220.83704015562907,4886740.334261413,1,48,10,2020
3646,2020-01-25,토,5,812,30,60754.453966410656,80.7429165950245,4905491.809386151,1,48,10,2020
3722,2021-02-10,수,7,812,10,41832.45828982857,152.57251870474218,6382483.524890217,1,48,10,2021
4694,2021-03-08,월,14,812,20,58051.71510704213,97.9893730034283,5688451.165112705,1,48,10,2021
5250,2020-04-16,목,5,812,10,74385.29333145513,161.8272507402856,12037567.515339084,1,48,10,2020
6054,2020-03-10,화,19,812,20,42266.11566716465,153.7193349668277,6497119.191987567,1,48,10,2020
6260,2020-07-16,목,13,812,20,70796.71081635299,177.6095258222904,12574170.237870274,1,48,10,2020
6865,2021-11-27,토,10,812,10,49581.27308822225,147.99232087372604,7337647.676200026,1,48,10,2021
7644,2021-05-07,금,21,812,30,80618.28783143262,141.66932343389595,11421138.293478146,1,48,10,2021
9770,2021-05-24,월,1,812,10,50549.84826039637,200.97049626711512,10159028.091119224,1,48,10,2021
1148,2020-06-25,목,12,750,10,43802.72870982376,193.83262222738492,8490397.766539898,0,66,10,2020
1158,2020-10-04,일,4,750,20,65487.793222941225,198.01736358486963,12967720.160997914,0,66,10,2020
4592,2020-04-09,목,24,750,10,49547.20447713121,166.50822312513287,8250016.978304746,0,66,10,2020
5441,2020-07-22,수,8,750,20,43789.15146424502,149.42591053642576,6543233.829162274,0,66,10,2020
6978,2020-07-09,목,18,750,20,48950.33282352856,169.01959781040495,8273565.566518261,0,66,10,2020
9294,2021-09-04,토,15,750,10,55099.77260108254,195.84393892723128,10790956.50019074,0,66,10,2021
9931,2020-06-10,수,14,750,30,74784.22600411734,79.98532993921869,5981640.991188424,0,66,10,2020
1151,2020-06-27,토,9,898,20,28279.92649244038,191.21251623856037,5407475.903661049,0,74,5,2020
1794,2021-08-10,화,3,898,20,56060.54428643664,187.5362078979057,10513381.888170931,0,74,5,2021
2329,2020-07-16,목,22,898,30,64602.99414347036,176.85053759965575,11425074.244820144,0,74,5,2020
2819,2021-04-27,화,9,898,20,58478.79605733208,167.70173415938825,9806995.510367785,0,74,5,2021
7008,2021-05-27,목,17,898,10,74325.53803373879,63.14091800645329,4692982.702773826,0,74,5,2021
7094,2020-03-26,목,19,898,20,54677.651455433006,155.13180369100382,8482242.691869363,0,74,5,2020
1152,2021-04-25,일,12,373,10,53113.35382983788,251.58000504828837,13362257.82464214,1,58,4,2021
1423,2020-03-30,월,18,373,10,64140.62863344543,174.71979994529173,11206637.803200835,1,58,4,2020
1860,2020-03-13,금,23,373,20,57142.61988367188,160.8670344278101,9192363.800121907,1,58,4,2020
2569,2021-08-23,월,19,373,10,50191.35547240398,174.8930681435328,8778120.152851427,1,58,4,2021
5295,2020-03-05,목,12,373,20,63059.229373932976,189.51054907045065,11950389.18261353,1,58,4,2020
5427,2021-03-11,목,19,373,10,46470.75424278755,202.6648702128596,9417989.377308233,1,58,4,2021
7412,2020-12-21,월,3,373,10,47057.70437255657,164.25935461744817,7729668.15001481,1,58,4,2020
7578,2021-11-09,화,17,373,30,48238.42992651484,192.54538092789855,9288086.865564542,1,58,4,2021
8262,2021-09-28,화,21,373,20,74938.78804892444,246.7003432462752,18487424.73412952,1,58,4,2021
8946,2021-12-30,목,19,373,10,10012.88734719991,217.69612340431695,2179766.759569556,1,58,4,2021
9374,2021-08-02,월,24,373,20,61348.17566258491,275.41250520904265,16896054.74923693,1,58,4,2021
9537,2020-03-08,일,1,373,10,56219.39480025419,145.74709144919353,8193813.275170962,1,58,4,2020
9574,2021-05-15,토,23,373,20,31874.16632969744,246.68038574471245,7862731.645500889,1,58,4,2021
9771,2020-09-23,수,18,373,30,60129.282719503724,139.9538930647098,8415327.203783127,1,58,4,2020
1154,2021-05-01,토,5,759,20,62485.89289554622,189.4583413933315,11838473.628471542,0,70,3,2021
1211,2021-02-27,토,18,759,30,64102.44151024512,205.85153945388456,13195586.26763655,0,70,3,2021
4454,2021-09-28,화,10,759,20,18092.111589413915,152.0633472278852,2751147.046706694,0,70,3,2021
4962,2021-05-31,월,22,759,10,75127.85957707255,177.967328612332,13370304.473294005,0,70,3,2021
6813,2020-11-17,화,2,759,10,45261.28125799087,213.5518730820719,9665631.390738426,0,70,3,2020
9438,2021-03-06,토,2,759,20,65478.27306029575,143.43244136720634,9391708.561546795,0,70,3,2021
9490,2021-10-14,목,22,759,30,66251.94756507485,246.38592853984483,16323547.61839408,0,70,3,2021
9761,2021-06-24,목,15,759,20,43288.83717880501,114.25837884195047,4946112.358003414,0,70,3,2021
1155,2020-05-05,화,13,228,20,65107.69143018077,258.0805468726062,16803028.60991395,1,47,10,2020
1336,2020-03-21,토,9,228,10,50261.12747227034,217.4830624631508,10930943.925520154,1,47,10,2020
2683,2021-01-17,일,3,228,20,26331.200321947803,170.27974573976195,4483670.09584401,1,47,10,2021
3104,2021-03-30,화,3,228,10,72308.19935726504,156.74057966614345,11333629.081872784,1,47,10,2021
3405,2020-06-12,금,17,228,30,44731.716983946346,152.22554108772783,6809309.821664337,1,47,10,2020
4449,2021-11-06,토,21,228,30,43604.001862393736,168.28656815070758,7337967.831059304,1,47,10,2021
5487,2021-05-23,일,19,228,10,50011.69648989888,172.06351021698816,8605188.049958628,1,47,10,2021
5920,2021-11-24,수,2,228,10,59597.13798756001,228.467809815471,13616027.587288244,1,47,10,2021
8534,2021-06-12,토,4,228,10,54920.0178229706,259.3335887665454,14242605.3171536,1,47,10,2021
8553,2021-02-20,토,13,228,10,63512.35209368671,182.78762066569283,11609271.72208673,1,47,10,2021
9193,2021-12-21,화,11,228,20,36719.82888857024,137.57632372282873,5051779.066220817,1,47,10,2021
9338,2021-04-10,토,9,228,10,45195.282549517215,150.55131845878438,6804209.375947107,1,47,10,2021
1159,2020-08-23,일,8,472,20,54086.43450241577,166.2403886198344,8991349.890742816,0,78,6,2020
1901,2020-07-24,금,6,472,10,82672.0951429402,129.594382479911,10713839.118369784,0,78,6,2020
2206,2021-11-05,금,2,472,10,54117.44241231927,123.15585685343606,6664879.991005662,0,78,6,2021
3234,2020-01-05,일,19,472,30,71136.89126664403,264.8918560180249,18843583.158973765,0,78,6,2020
3671,2021-11-06,토,14,472,30,56280.19398151462,187.2539246157339,10538687.201173415,0,78,6,2021
5143,2020-11-30,월,9,472,20,48867.739271583,138.11692336719568,6749461.800101328,0,78,6,2020
6495,2020-08-03,월,1,472,10,52230.85243436432,209.49121603976096,10941904.791268293,0,78,6,2020
7346,2020-09-05,토,2,472,30,53342.33230140909,123.18161096084336,6570794.425296204,0,78,6,2020
8313,2020-09-24,목,21,472,10,64301.253954529566,126.743716653077,8149779.911650442,0,78,6,2020
1160,2020-05-13,수,14,651,20,75244.56298944056,139.41877035357638,10490504.447780026,0,41,7,2020
2407,2021-09-04,토,4,651,20,60838.34530324691,245.7425843729918,14950572.203796364,0,41,7,2021
2926,2020-10-28,수,8,651,10,72582.65666435531,163.2210216097925,11847015.371908888,0,41,7,2020
4117,2021-09-14,화,2,651,30,42038.42444454775,68.52350236595913,2880620.076887162,0,41,7,2021
4681,2021-10-24,일,7,651,30,49847.544613833765,226.5139917170333,11291166.307772389,0,41,7,2021
6498,2020-06-07,일,16,651,10,45451.96978257814,160.90633871531978,7313510.045113997,0,41,7,2020
9062,2021-02-10,수,18,651,30,60196.24871202931,94.1487556065512,5667401.908420019,0,41,7,2021
1164,2020-11-21,토,8,762,10,50637.77093518071,160.46062710720346,8125368.479570018,1,67,3,2020
2363,2021-08-14,토,4,762,10,66091.54010221681,196.70237671970116,13000363.019171486,1,67,3,2021
2490,2020-11-10,화,8,762,20,42518.02151658714,191.64244132930656,8148257.443930745,1,67,3,2020
2615,2021-10-28,목,9,762,30,56343.724853401705,251.9683547673754,14196835.652777309,1,67,3,2021
3471,2020-08-30,일,6,762,10,65482.39173621593,137.2674454578533,8988600.636100804,1,67,3,2020
6368,2020-01-22,수,16,762,10,26417.422183968527,176.18293929706454,4654299.089023053,1,67,3,2020
6415,2021-09-24,금,22,762,20,85847.98278821257,143.89543678766267,12353132.980649594,1,67,3,2021
6995,2020-04-25,토,16,762,10,51713.79045724978,107.44012582436228,5556136.153581622,1,67,3,2020
7592,2020-06-30,화,21,762,10,26988.924953141464,212.47313891285856,5734421.600677541,1,67,3,2020
9512,2021-03-23,화,18,762,20,57976.96149342704,194.20455584009613,11259390.055789351,1,67,3,2021
9944,2020-12-11,금,24,762,30,56207.63701288979,186.43471651388867,10479054.872413663,1,67,3,2020
1175,2021-09-20,월,12,464,20,54570.498045886256,192.6263102662224,10511713.687969169,0,56,3,2021
2293,2021-01-07,목,16,464,20,69802.1857536122,144.50530527434142,10086786.161142016,0,56,3,2021
2519,2020-02-25,화,6,464,10,66342.38210028106,130.65119422814564,8667711.449341673,0,56,3,2020
3199,2020-08-08,토,13,464,30,59961.072023767934,175.790415461997,10540581.76260489,0,56,3,2020
5492,2020-08-26,수,19,464,20,62122.5707441585,224.40034681321677,13940326.41991776,0,56,3,2020
5791,2021-12-03,금,20,464,10,54251.6365020214,243.7335686160697,13222944.967899503,0,56,3,2021
6179,2020-01-11,토,2,464,30,80934.76441233134,208.5752787223272,16880991.045627896,0,56,3,2020
6334,2020-05-21,목,16,464,20,34736.792023169095,175.42384152120496,6093661.498827472,0,56,3,2020
6382,2021-08-21,토,18,464,20,57715.18719486051,185.83358328097196,10725420.046152996,0,56,3,2021
6860,2020-12-02,수,17,464,20,56655.90923249355,174.66323495717847,9895704.385987598,0,56,3,2020
9631,2021-12-06,월,15,464,20,67276.86941514163,129.7751728072554,8730867.35428116,0,56,3,2021
9924,2021-09-07,화,4,464,30,43755.02323204459,175.22798306215583,7667104.469788943,0,56,3,2021
1190,2020-11-05,목,12,133,10,30982.73443666433,116.41162230940252,3606750.379353488,0,46,4,2020
1202,2020-07-29,수,13,133,10,57958.92221774728,168.79355421668825,9783092.479702145,0,46,4,2020
1648,2020-02-17,월,3,133,30,59724.7981316591,244.9461723582081,14629360.697216554,0,46,4,2020
3751,2020-06-07,일,6,133,20,76876.73813234846,209.7618609044794,16125807.650907764,0,46,4,2020
4205,2021-06-24,목,15,133,10,37701.042184969,134.22376229905404,5060375.724661889,0,46,4,2021
4569,2021-01-10,일,13,133,20,72122.98999458137,171.02806268473978,12335055.25380412,0,46,4,2021
9597,2020-10-04,일,17,133,10,89336.69900851941,138.0631384477546,12334105.043678597,0,46,4,2020
1191,2021-06-08,화,9,687,20,50370.82596894413,171.4570387916377,8636432.662124086,0,65,10,2021
2310,2021-12-07,화,6,687,20,37408.92121897035,219.20417916467957,8200191.869240558,0,65,10,2021
3156,2021-05-06,목,17,687,10,49956.21812728365,202.4134062940282,10111808.276710965,0,65,10,2021
3934,2021-08-22,일,6,687,30,55931.72127948159,281.6357734957726,15752373.58549676,0,65,10,2021
4085,2021-07-30,금,2,687,20,63735.49983644177,225.75304063162247,14388482.884253006,0,65,10,2021
4496,2020-01-23,목,15,687,20,47338.50182893247,182.98752050046937,8662355.073883286,0,65,10,2020
5602,2020-07-17,금,13,687,20,77807.87119519402,203.4578885598058,15830625.18670751,0,65,10,2020
6562,2020-07-23,목,8,687,20,39912.93473182646,165.40312585308612,6601724.166614304,0,65,10,2020
7736,2020-09-22,화,11,687,20,31046.146724998674,125.3812365444609,3892604.266321099,0,65,10,2020
7882,2021-05-26,수,3,687,30,71441.90047080503,230.6548219351995,16478418.83180578,0,65,10,2021
9842,2021-10-13,수,9,687,10,23446.297952277797,217.8146962150274,5106948.265842406,0,65,10,2021
1194,2020-06-09,화,4,12,30,52835.453364295085,163.73265583692233,8650889.101683887,0,67,7,2020
1928,2020-04-27,월,18,12,20,99986.2037726802,186.01320729318016,18598754.448825717,0,67,7,2020
2459,2021-03-05,금,13,12,10,55561.98100276714,227.849693757419,12659780.356036026,0,67,7,2021
2605,2021-10-31,일,21,12,30,39824.42856282205,210.7782287882204,8394122.514974644,0,67,7,2021
4595,2021-02-17,수,23,12,10,54918.214396222174,110.86195068717788,6088340.376221845,0,67,7,2021
5577,2021-02-12,금,9,12,30,55011.84952292864,184.70162663839773,10160778.091271684,0,67,7,2021
5895,2021-05-02,일,12,12,20,58013.242694111526,166.9092187928187,9682945.017712353,0,67,7,2021
5941,2021-07-07,수,13,12,30,65133.284159889816,222.31455649471928,14480077.181050427,0,67,7,2021
6587,2020-06-20,토,19,12,10,40983.48443193332,218.76872312932295,8965904.55856454,0,67,7,2020
9945,2021-01-04,월,20,12,20,79686.47880623039,231.20995378308737,18424307.0819255,0,67,7,2021
1196,2020-05-23,토,6,179,30,59212.154169046014,125.79700010880008,7448711.364445769,1,69,3,2020
2622,2021-03-11,목,10,179,10,66049.25686183642,140.2377963466743,9262602.232639397,1,69,3,2021
3205,2021-11-28,일,13,179,30,46816.79534990671,222.3613568191664,10410246.135930495,1,69,3,2021
5145,2021-10-09,토,14,179,30,73992.21303864171,148.56464299031722,10992626.714149302,1,69,3,2021
5668,2020-11-13,금,22,179,20,52084.25401450009,108.33828376809436,5642718.691272418,1,69,3,2020
6050,2020-06-02,화,1,179,20,59672.59183148306,197.20391916674495,11767668.976005953,1,69,3,2020
6319,2020-10-19,월,20,179,30,42488.1515396136,150.48675120529506,6393903.889914705,1,69,3,2020
6747,2021-07-29,목,10,179,10,41582.19312324072,251.595236556766,10461881.715390878,1,69,3,2021
7183,2021-04-03,토,22,179,30,65501.51705914117,186.97578124596103,12247197.324928563,1,69,3,2021
8661,2021-03-11,목,9,179,10,49436.24627696557,181.0951035660255,8952662.139442623,1,69,3,2021
9076,2021-11-11,목,6,179,20,43613.51736351433,158.18665113025614,6899076.255745609,1,69,3,2021
9288,2021-07-19,월,20,179,10,46603.39919899943,242.9876184378698,11324048.9824742,1,69,3,2021
9301,2021-07-21,수,18,179,30,65654.07396649822,189.67415602714132,12452881.069339065,1,69,3,2021
1198,2020-07-20,월,14,883,20,46804.18426960565,156.48829370698678,7324306.934697979,1,67,6,2020
1787,2020-05-31,일,5,883,30,54062.9023654123,139.80635976629978,7558337.578109171,1,67,6,2020
3154,2020-11-28,토,3,883,30,55946.23895777832,170.98289566797794,9565849.938733574,1,67,6,2020
3288,2021-03-08,월,4,883,10,28517.52273383689,131.86467514980717,3760453.871374642,1,67,6,2021
3298,2021-02-19,금,10,883,10,34851.33445781894,218.67504360529625,7621117.08226632,1,67,6,2021
3590,2020-07-30,목,18,883,20,60506.15690179358,95.92543503627036,5804079.423177382,1,67,6,2020
4385,2021-06-10,목,1,883,30,45271.32149789627,168.1256956198601,7611272.418464137,1,67,6,2021
4790,2021-09-25,토,8,883,20,70732.39155529601,200.5584863649915,14185981.387306074,1,67,6,2021
4939,2020-03-13,금,10,883,20,69456.07203964131,188.9631096301718,13124635.355307853,1,67,6,2020
5117,2021-02-21,일,5,883,30,65941.0199987618,143.12907061057402,9438076.90753605,1,67,6,2021
5574,2021-07-26,월,8,883,30,81563.3009314072,202.72710390672992,16535091.782897267,1,67,6,2021
7207,2020-05-24,일,3,883,10,54553.53660386687,135.8279844726914,7409896.922760431,1,67,6,2020
9359,2020-07-14,화,17,883,10,64943.34955401524,173.19318672042914,11247745.66555866,1,67,6,2020
9895,2020-10-03,토,24,883,20,47437.773197366674,202.3629445618228,9599647.467675036,1,67,6,2020
9942,2021-08-20,금,8,883,10,90542.58278762078,194.1891196743408,17582384.4445692,1,67,6,2021
1200,2020-06-25,목,8,956,20,83889.20392255906,144.95671551368838,12160303.467672184,0,37,10,2020
3147,2020-09-17,목,18,956,10,55901.56504199924,225.97010130935644,12632082.315892149,0,37,10,2020
3649,2020-10-30,금,5,956,20,61220.248126907696,177.91239598785518,10891841.02722915,0,37,10,2020
5332,2020-02-25,화,15,956,10,75027.19632714616,206.3066288868112,15478607.949082468,0,37,10,2020
6837,2020-06-07,일,2,956,10,53644.38975434908,240.3167413636276,12891644.938205538,0,37,10,2020
7947,2021-02-04,목,11,956,30,46412.61758405762,222.51010349925696,10327276.342300097,0,37,10,2021
8289,2021-06-05,토,6,956,10,68138.5955213701,222.62297324527063,15169216.727724291,0,37,10,2021
1203,2021-12-15,수,4,896,20,56846.32017945594,182.49775192274984,10374325.63783156,1,28,8,2021
1331,2020-01-23,목,8,896,30,58330.40716040923,208.5104870899124,12162501.60916984,1,28,8,2020
4223,2020-01-30,목,6,896,30,43891.04051286109,183.4026907035572,8049734.927837559,1,28,8,2020
5063,2020-08-13,목,13,896,30,31351.792446357045,121.84136235489808,3819945.1039321455,1,28,8,2020
5742,2020-03-22,일,8,896,20,59084.80477200973,187.2595604747589,11064194.572343478,1,28,8,2020
7159,2021-12-22,수,18,896,30,68578.22522430931,185.25285227715497,12704311.826908436,1,28,8,2021
9163,2020-10-01,목,5,896,30,52527.76400010972,199.41613442421504,10474883.646849325,1,28,8,2020
9248,2020-10-27,화,1,896,20,76122.02924484502,168.62396999181118,12835998.77509852,1,28,8,2020
1206,2021-08-29,일,12,460,20,45741.33756178735,141.2179857005826,6459499.553726008,0,65,6,2021
3825,2021-11-14,일,14,460,10,40762.14878490356,202.5647502114045,8256974.486694097,0,65,6,2021
4961,2021-11-29,월,22,460,10,54778.64415588541,117.34415860617838,6427953.908059624,0,65,6,2021
5679,2020-05-16,토,20,460,20,54560.5876518535,237.27606292992735,12945921.42917501,0,65,6,2020
6981,2020-09-17,목,14,460,20,66662.09090197773,164.14955486725776,10942552.548080318,0,65,6,2020
8475,2021-07-28,수,6,460,30,44732.88288813397,184.78418096155255,8265929.126532887,0,65,6,2021
9859,2021-10-12,화,7,460,30,75152.05835860074,198.32712599064865,14904691.746542787,0,65,6,2021
1212,2021-09-21,화,3,582,10,83651.92236180138,199.7171952534073,16706727.311654758,1,26,4,2021
1306,2021-03-07,일,5,582,20,55177.30898948133,113.20326922063444,6246251.764406388,1,26,4,2021
1466,2021-12-03,금,16,582,30,73471.68402014412,209.81496137307343,15415458.544701198,1,26,4,2021
1639,2021-05-10,월,16,582,20,40736.70387665169,187.27730028754712,7629059.924632584,1,26,4,2021
2265,2020-02-14,금,2,582,20,70994.93810193587,146.67765678536998,10413371.164414337,1,26,4,2020
2364,2020-03-01,일,2,582,30,70598.27675851871,141.728008542283,10005753.1715018,1,26,4,2020
3531,2021-04-30,금,13,582,20,67988.81068022463,159.70914810489114,10858435.0344034,1,26,4,2021
5271,2021-07-04,일,22,582,20,55512.02368600394,117.97281125140007,6548909.492492194,1,26,4,2021
5291,2021-11-13,토,20,582,20,13799.461651275087,248.6739016394256,3431565.969346206,1,26,4,2021
7119,2021-02-07,일,21,582,10,46624.06890243129,238.4585641574071,11117908.52564978,1,26,4,2021
7426,2020-06-28,일,10,582,20,46848.49662485256,193.70401810707855,9074742.03850985,1,26,4,2020
7611,2021-08-31,화,18,582,10,41847.29547177029,164.49651719050226,6883734.358948088,1,26,4,2021
8173,2021-07-19,월,8,582,20,57468.0834723183,165.63394762218925,9518665.527801568,1,26,4,2021
8669,2021-05-25,화,2,582,20,49786.04164949141,206.9586309063571,10303651.018025614,1,26,4,2021
9959,2021-04-21,수,6,582,20,44028.14790026283,250.21235002444632,11016386.353348656,1,26,4,2021
1214,2020-10-18,일,19,164,30,40704.01332276881,149.48396408415178,6084597.265621609,1,46,9,2020
2887,2020-08-12,수,16,164,30,45576.73119456985,125.81033824681624,5734023.967773054,1,46,9,2020
3526,2020-06-14,일,13,164,10,71651.81682444521,241.1188467827133,17276603.442596447,1,46,9,2020
3728,2020-10-03,토,5,164,10,46350.14873908654,96.8427828867738,4488677.39110903,1,46,9,2020
5516,2020-04-30,목,1,164,20,48423.74087094386,130.52850945340677,6320678.718042316,1,46,9,2020
6389,2021-03-20,토,4,164,20,49250.4318683672,163.4815652203389,8051537.689618328,1,46,9,2021
6419,2021-10-01,금,14,164,30,60544.70326696837,106.65096471960769,6457151.012084559,1,46,9,2021
7931,2021-08-29,일,4,164,30,62209.06868917441,222.27771125713204,13827689.407667404,1,46,9,2021
8462,2021-10-04,월,19,164,20,12516.189900063771,211.23483084476635,2643855.256360944,1,46,9,2021
8833,2020-10-16,금,10,164,20,70234.31817987926,149.29375422020723,10485545.036170729,1,46,9,2020
9466,2020-01-23,목,5,164,20,76121.15650439242,229.52292797359684,17471550.721624553,1,46,9,2020
9790,2020-02-17,월,4,164,10,40826.27742192102,236.86389897414796,9670271.250756435,1,46,9,2020
1219,2021-02-21,일,20,420,10,41931.84651000638,169.26541695392024,7097611.483164014,0,28,7,2021
1946,2021-02-09,화,23,420,10,49341.90310490817,154.66390668140832,7631411.497300608,0,28,7,2021
2712,2020-02-12,수,20,420,20,45001.98967702445,271.92117469397806,12236993.896542763,0,28,7,2020
2934,2021-03-19,금,6,420,30,58911.41390072608,205.36201938808665,12098166.923660506,0,28,7,2021
5231,2020-03-24,화,3,420,30,28103.38441806306,185.2512804608906,5206187.948730823,0,28,7,2020
5541,2020-03-31,화,23,420,10,39864.74095467587,233.1541588258554,9294630.14409808,0,28,7,2020
5917,2021-08-12,목,18,420,30,77580.74360500778,187.22437998723257,14525006.62039604,0,28,7,2021
6084,2020-05-28,목,19,420,10,42557.50640434237,152.2864428915083,6480931.268649883,0,28,7,2020
6810,2020-12-28,월,6,420,20,73382.51346757566,177.6296735924644,13034911.914640088,0,28,7,2020
9174,2021-01-20,수,11,420,30,60776.704435846565,219.09802955237024,13316056.184580782,0,28,7,2021
9532,2020-02-22,토,17,420,10,30051.658328524383,87.9716199683765,2643693.065896444,0,28,7,2020
1220,2021-12-23,목,21,18,20,64750.97815130418,161.70026107669275,10470250.072037114,1,52,7,2021
1374,2020-07-08,수,15,18,30,54062.72677364868,233.99830327506703,12650586.335457332,1,52,7,2020
2362,2020-07-07,화,17,18,30,49267.89877764429,152.01613709802916,7489515.655114197,1,52,7,2020
2856,2020-04-08,수,19,18,10,59209.92295140782,241.05255703446048,14272703.329250244,1,52,7,2020
4110,2021-04-12,월,15,18,30,62470.01649218158,235.36918619525315,14703516.943368822,1,52,7,2021
4278,2021-10-30,토,21,18,30,65776.6949011977,171.32658265217566,11269296.355576988,1,52,7,2021
4302,2021-08-03,화,4,18,10,72457.39444269988,149.56432423382057,10837041.235565793,1,52,7,2021
4636,2020-07-19,일,1,18,10,61526.13059575006,161.7293286907539,9950579.79819031,1,52,7,2020
4756,2021-04-13,화,12,18,10,36206.78018410063,289.4436545474594,10479822.77588262,1,52,7,2021
7402,2021-05-24,월,2,18,20,49009.86925892651,255.2568322469092,12510103.975868756,1,52,7,2021
7827,2020-12-07,월,6,18,20,97507.41508398204,179.5865590195317,17511021.153821517,1,52,7,2020
8868,2021-10-12,화,9,18,30,66016.56760818584,147.85045144836937,9760579.323942076,1,52,7,2021
9132,2021-05-18,화,14,18,10,89363.28401819043,179.2253069539775,16016162.008575654,1,52,7,2021
1222,2021-12-16,목,21,437,30,75540.12807884376,184.7105781923333,13953060.734166143,0,26,10,2021
1541,2021-10-01,금,14,437,10,59165.13965659503,120.36890197387804,7121642.895595492,0,26,10,2021
1563,2021-08-13,금,16,437,10,60011.1903442005,177.62454718003318,10659460.510623394,0,26,10,2021
4697,2021-10-05,화,16,437,30,55213.70296828105,231.37420560654488,12775026.662881758,0,26,10,2021
5772,2020-07-21,화,15,437,30,31066.02634511716,96.31417866244018,2992098.811735688,0,26,10,2020
7950,2021-11-24,수,14,437,10,55989.09865029789,209.9230083471265,11753400.023314577,0,26,10,2021
9894,2020-07-26,일,2,437,20,72917.59755687439,233.64096693919063,17036538.0000709,0,26,10,2020
1224,2020-03-16,월,18,571,10,47221.466138702046,149.90965614835474,7078953.751674,0,50,7,2020
1364,2020-05-19,화,7,571,10,61580.31142908478,247.4585438093415,15238574.19356707,0,50,7,2020
4288,2021-01-31,일,8,571,30,67820.6617838125,144.29485985588414,9786172.88742854,0,50,7,2021
4766,2021-11-11,목,11,571,30,42820.6618595786,193.24466035475376,8274864.257220025,0,50,7,2021
4836,2021-07-12,월,24,571,30,49327.00652918109,160.88940860524934,7936192.908747219,0,50,7,2021
5185,2020-07-25,토,4,571,20,41284.39882821471,160.87973162687732,6641823.003860151,0,50,7,2020
5432,2021-10-03,일,21,571,30,44062.87285732865,147.4547792865025,6497281.191906617,0,50,7,2021
6740,2020-03-07,토,17,571,30,37456.28665720743,204.38484277266355,7655497.259281156,0,50,7,2020
7847,2021-07-27,화,19,571,10,42951.70324053572,210.8844001329537,9057844.172569018,0,50,7,2021
9253,2020-04-08,수,17,571,20,75881.09763872747,171.37447231848222,13004083.066784147,0,50,7,2020
1226,2021-08-02,월,21,978,30,42738.38337768441,115.32390367048978,4928757.207680539,0,20,9,2021
3514,2021-11-15,월,4,978,10,57527.92964788325,191.60441223298665,11022605.147163276,0,20,9,2021
3950,2021-05-18,화,13,978,20,48595.06529235082,192.41968834771572,9350647.318791045,0,20,9,2021
4075,2021-09-23,목,10,978,30,72466.09681329165,164.78566836243604,11941374.19699526,0,20,9,2021
4390,2020-01-20,월,10,978,30,74343.94983420576,254.94562701752065,18953664.905440688,0,20,9,2020
4534,2020-12-29,화,23,978,30,67997.79143578198,106.49972237625909,7241745.910109549,0,20,9,2020
4828,2021-02-17,수,17,978,30,60078.29361798624,78.23296242153565,4700102.886965903,0,20,9,2021
5274,2021-02-18,목,15,978,30,52453.20440221325,142.5427593653245,7476824.493044864,0,20,9,2021
7045,2020-06-24,수,16,978,10,38815.11435605744,204.8974808142493,7953119.14907317,0,20,9,2020
