t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region
2316,2021-04-06,화,13,160,20,49819.5,182.4,9087076.8,1,30,3
2720,2021-08-13,금,16,160,30,14797.31,14.399999999999999,213081.26399999997,1,30,3
2894,2021-05-21,금,6,160,20,29901.55,42.6,1273806.03,1,30,3
3291,2020-08-23,일,19,160,30,8631.41,74.39999999999999,642176.9039999999,1,30,3
3472,2020-02-01,토,9,160,10,39094.57,7.199999999999999,281480.904,1,30,3
4794,2020-03-21,토,19,160,20,4015.14,98.39999999999999,395089.77599999995,1,30,3
6405,2021-05-20,목,10,160,10,14989.84,37.199999999999996,557622.048,1,30,3
6588,2021-07-18,일,7,160,20,41788.37,204.0,8524827.48,1,30,3
6867,2021-09-04,토,7,160,20,49143.09,40.8,2005038.0719999997,1,30,3
7606,2020-02-08,토,13,160,10,18538.06,105.6,1957619.136,1,30,3
7712,2020-11-07,토,18,160,10,12392.95,21.599999999999998,267687.72,1,30,3
8350,2020-10-20,화,20,160,20,35678.83,37.199999999999996,1327252.476,1,30,3
2317,2021-04-11,일,16,440,20,41659.05,43.199999999999996,1799670.96,1,34,5
3228,2020-11-13,금,7,440,30,11606.83,100.8,1169968.464,1,34,5
3897,2020-12-06,일,17,440,30,17230.06,33.6,578930.0160000001,1,34,5
5302,2020-06-18,목,9,440,20,26052.55,30.0,781576.5,1,34,5
5815,2020-12-18,금,21,440,10,39360.25,84.0,3306261.0,1,34,5
8052,2021-05-14,금,18,440,20,44884.46,220.79999999999998,9910488.768,1,34,5
8633,2021-02-15,월,15,440,20,18286.03,48.0,877729.44,1,34,5
8796,2021-10-11,월,16,440,10,3276.81,7.199999999999999,23593.031999999996,1,34,5
9581,2020-06-25,목,2,440,10,31347.84,1.7999999999999998,56426.111999999994,1,34,5
9749,2021-06-13,일,8,440,10,31009.53,62.4,1934994.6719999998,1,34,5
2321,2021-04-02,금,3,712,10,33439.52,12.299999999999999,411306.0959999999,1,60,5
2385,2020-01-04,토,12,712,20,16556.27,56.4,933773.628,1,60,5
3044,2020-11-22,일,14,712,30,25738.04,25.8,664041.432,1,60,5
3207,2021-12-05,일,6,712,10,25775.25,4.5,115988.625,1,60,5
6074,2021-07-27,화,5,712,30,30861.43,19.5,601797.885,1,60,5
6572,2020-01-03,금,3,712,30,1969.93,17.099999999999998,33685.803,1,60,5
8139,2021-10-16,토,16,712,30,15586.44,25.8,402130.152,1,60,5
2323,2021-10-26,화,15,495,10,11193.49,48.0,537287.52,1,58,6
2771,2020-06-30,화,7,495,10,39113.67,76.8,3003929.8559999997,1,58,6
3336,2020-08-04,화,17,495,10,44636.32,168.0,7498901.76,1,58,6
5287,2020-05-23,토,24,495,10,45969.95,211.2,9708853.44,1,58,6
6440,2021-05-24,월,13,495,10,33731.41,213.6,7205029.176000001,1,58,6
7408,2021-03-20,토,5,495,20,20176.86,2.4,48424.464,1,58,6
7680,2020-03-17,화,1,495,30,31636.91,13.2,417607.212,1,58,6
8066,2021-12-17,금,15,495,30,47052.05,211.2,9937392.96,1,58,6
8188,2020-05-03,일,14,495,10,13586.63,96.0,1304316.48,1,58,6
8413,2020-12-28,월,9,495,30,12638.65,43.199999999999996,545989.6799999999,1,58,6
8463,2020-03-22,일,12,495,20,1831.28,40.8,74716.22399999999,1,58,6
8771,2021-02-14,일,18,495,30,23776.86,75.6,1797530.616,1,58,6
8917,2021-11-30,화,7,495,20,40264.84,38.4,1546169.856,1,58,6
9125,2021-03-25,목,1,495,20,40097.53,1.7999999999999998,72175.55399999999,1,58,6
9688,2021-04-23,금,1,495,10,25218.69,48.6,1225628.334,1,58,6
2328,2020-01-26,일,2,868,10,30795.16,40.8,1256442.528,1,38,4
2948,2021-07-29,목,1,868,10,27079.52,10.799999999999999,292458.816,1,38,4
3397,2021-09-19,일,14,868,20,44733.05,3.5999999999999996,161038.97999999998,1,38,4
4027,2020-08-13,목,16,868,20,30344.96,96.0,2913116.16,1,38,4
4274,2020-12-19,토,20,868,10,44831.23,204.0,9145570.92,1,38,4
4400,2020-11-16,월,16,868,20,42914.53,208.79999999999998,8960553.863999998,1,38,4
6209,2020-10-09,금,17,868,10,29275.83,64.8,1897073.784,1,38,4
6641,2020-06-03,수,1,868,30,7373.92,12.6,92911.39199999999,1,38,4
6708,2020-01-30,목,7,868,10,11860.35,99.6,1181290.8599999999,1,38,4
2338,2021-09-03,금,15,94,20,32514.6,37.199999999999996,1209543.1199999999,1,53,9
2361,2021-02-10,수,7,94,10,3898.01,49.199999999999996,191782.092,1,53,9
3061,2021-11-04,목,1,94,20,26521.31,55.199999999999996,1463976.312,1,53,9
4612,2021-04-25,일,19,94,30,28634.95,91.2,2611507.44,1,53,9
4808,2021-11-25,목,21,94,10,13689.3,38.4,525669.12,1,53,9
5197,2020-10-20,화,13,94,30,34076.9,223.2,7605964.08,1,53,9
5635,2021-08-15,일,11,94,30,34822.02,9.6,334291.39199999993,1,53,9
5913,2020-08-26,수,4,94,10,39077.49,34.8,1359896.6519999998,1,53,9
8510,2021-07-31,토,20,94,20,15232.1,99.6,1517117.16,1,53,9
9401,2020-11-24,화,10,94,30,47013.96,56.4,2651587.344,1,53,9
9428,2020-04-20,월,23,94,30,12025.63,93.6,1125598.9679999999,1,53,9
9845,2021-06-09,수,13,94,10,28237.69,105.6,2981900.064,1,53,9
2348,2021-04-05,월,22,902,20,10870.9,62.4,678344.1599999999,1,28,9
2765,2020-01-27,월,6,902,30,5771.7,41.4,238948.37999999998,1,28,9
3134,2021-12-15,수,15,902,10,37339.23,220.79999999999998,8244501.984,1,28,9
5835,2021-04-29,목,22,902,20,12363.16,43.199999999999996,534088.512,1,28,9
6339,2020-10-09,금,22,902,10,15373.02,84.0,1291333.68,1,28,9
7527,2021-05-29,토,24,902,30,1488.44,22.8,33936.432,1,28,9
7715,2021-01-11,월,24,902,10,49394.03,34.8,1718912.2439999997,1,28,9
8085,2021-05-09,일,4,902,20,44918.18,16.2,727674.516,1,28,9
8143,2021-04-03,토,12,902,20,29421.87,2.4,70612.488,1,28,9
2371,2021-02-02,화,16,810,10,14479.74,76.8,1112044.032,1,44,5
3686,2021-11-02,화,19,810,30,48219.51,37.199999999999996,1793765.7719999999,1,44,5
6315,2020-05-22,금,16,810,30,2262.32,37.199999999999996,84158.30399999999,1,44,5
6521,2020-03-16,월,10,810,30,22828.3,120.0,2739396.0,1,44,5
6907,2020-03-03,화,16,810,30,43133.44,4.8,207040.51200000002,1,44,5
7213,2021-06-21,월,3,810,30,29049.12,54.6,1586081.952,1,44,5
7754,2020-04-23,목,22,810,20,42648.87,18.0,767679.66,1,44,5
9201,2021-09-30,목,19,810,30,35519.93,60.0,2131195.8,1,44,5
2379,2020-03-12,목,11,824,20,36619.83,64.8,2372964.984,1,26,7
2395,2021-12-29,수,1,824,10,6712.0,33.6,225523.2,1,26,7
3018,2021-03-04,목,5,824,10,42197.94,100.8,4253552.352,1,26,7
3579,2020-12-08,화,7,824,10,16673.58,18.0,300124.44000000006,1,26,7
5217,2021-12-13,월,18,824,20,6826.74,105.6,720903.744,1,26,7
5289,2020-10-28,수,15,824,20,14408.83,117.6,1694478.4079999998,1,26,7
5497,2020-02-01,토,18,824,20,21295.25,75.6,1609920.9,1,26,7
5531,2021-10-26,화,19,824,10,40346.37,67.2,2711276.0640000002,1,26,7
6039,2020-09-23,수,7,824,20,45740.35,18.0,823326.2999999999,1,26,7
6233,2021-01-07,목,15,824,10,16502.63,90.0,1485236.7000000002,1,26,7
6612,2020-07-19,일,20,824,10,28352.01,63.599999999999994,1803187.8359999997,1,26,7
6680,2020-05-02,토,14,824,20,13986.0,94.8,1325872.8,1,26,7
8217,2021-06-06,일,4,824,20,39154.7,100.8,3946793.76,1,26,7
8460,2020-02-02,일,14,824,20,19874.27,50.4,1001663.208,1,26,7
9197,2020-05-22,금,1,824,30,49640.97,106.8,5301655.596,1,26,7
2380,2020-04-23,목,16,503,20,28497.2,2.5,71243.0,0,70,5
2419,2021-09-03,금,3,503,30,27837.34,4.75,132227.365,0,70,5
4425,2021-07-16,금,7,503,10,22367.27,44.5,995343.515,0,70,5
7421,2020-04-02,목,1,503,30,22181.46,21.5,476901.38999999996,0,70,5
7620,2020-04-28,화,2,503,20,23290.31,25.0,582257.75,0,70,5
7734,2020-05-13,수,7,503,30,39704.54,98.0,3891044.92,0,70,5
8787,2021-07-26,월,17,503,20,35035.99,2.0,70071.98,0,70,5
9721,2021-05-07,금,12,503,20,27435.23,15.5,425246.065,0,70,5
9908,2020-10-30,금,11,503,20,28429.88,15.0,426448.2,0,70,5
9939,2021-02-27,토,17,503,20,8166.83,12.5,102085.375,0,70,5
2383,2020-01-29,수,6,227,30,33160.66,96.0,3183423.3600000003,0,50,9
2975,2020-03-10,화,23,227,30,4930.77,38.0,187369.26,0,50,9
3361,2021-01-19,화,1,227,20,47747.69,85.0,4058553.6500000004,0,50,9
3720,2020-03-12,목,7,227,10,30124.04,31.0,933845.24,0,50,9
4699,2020-06-25,목,7,227,20,36146.16,70.0,2530231.2,0,50,9
4979,2021-02-16,화,6,227,30,20389.83,3.5,71364.405,0,50,9
6449,2021-06-22,화,21,227,30,23512.73,5.0,117563.65,0,50,9
7125,2020-06-29,월,6,227,30,26432.75,24.5,647602.375,0,50,9
2391,2021-06-27,일,14,785,20,11474.76,21.599999999999998,247854.816,1,11,4
2595,2021-12-10,금,12,785,20,6594.2,34.199999999999996,225521.63999999996,1,11,4
3030,2020-08-28,금,10,785,30,48035.21,0.72,34585.3512,1,11,4
3401,2020-07-23,목,9,785,20,5933.36,25.2,149520.672,1,11,4
3626,2021-11-14,일,2,785,10,34390.96,13.5,464277.95999999996,1,11,4
4167,2020-07-20,월,21,785,20,35831.58,12.6,451477.908,1,11,4
4268,2021-02-23,화,20,785,10,26460.77,18.36,485819.7372,1,11,4
5319,2020-09-27,일,11,785,20,38068.53,20.88,794870.9064,1,11,4
5946,2021-07-24,토,3,785,20,24274.96,3.78,91759.34879999999,1,11,4
5977,2021-07-06,화,8,785,20,38117.79,11.88,452839.34520000004,1,11,4
7479,2020-04-12,일,21,785,20,22673.65,13.319999999999999,302013.018,1,11,4
7502,2021-02-25,목,1,785,20,28252.79,15.659999999999998,442438.69139999995,1,11,4
8356,2020-04-20,월,2,785,10,42789.7,27.0,1155321.9,1,11,4
8694,2021-04-14,수,5,785,20,1660.67,1.7999999999999998,2989.2059999999997,1,11,4
2397,2021-01-16,토,3,634,20,36036.84,30.5,1099123.6199999999,0,26,8
3481,2021-07-11,일,10,634,30,42862.74,27.0,1157293.98,0,26,8
5597,2020-04-18,토,4,634,20,3230.66,50.0,161533.0,0,26,8
6356,2021-10-18,월,21,634,10,2907.36,24.0,69776.64,0,26,8
7303,2021-08-13,금,16,634,10,36107.35,15.0,541610.25,0,26,8
8278,2020-05-05,화,15,634,20,15491.64,62.0,960481.6799999999,0,26,8
8556,2021-01-06,수,7,634,20,40336.43,16.0,645382.88,0,26,8
9337,2020-01-08,수,19,634,10,14944.03,13.0,194272.39,0,26,8
2399,2020-06-28,일,19,970,20,32505.43,44.0,1430238.92,0,74,1
3281,2021-05-04,화,7,970,10,23359.95,12.0,280319.4,0,74,1
3653,2021-02-28,일,15,970,10,19690.16,26.5,521789.24,0,74,1
3847,2020-03-26,목,10,970,30,30371.27,7.0,212598.89,0,74,1
4298,2021-01-21,목,17,970,10,21008.89,48.5,1018931.1649999999,0,74,1
6102,2020-01-13,월,21,970,10,38752.23,89.0,3448948.47,0,74,1
6895,2021-03-04,목,7,970,30,13174.87,36.5,480882.755,0,74,1
8544,2020-03-31,화,1,970,30,42966.58,5.0,214832.90000000002,0,74,1
9271,2020-10-26,월,8,970,20,29684.58,26.0,771799.0800000001,0,74,1
2434,2020-11-28,토,10,403,20,15611.29,92.0,1436238.6800000002,0,49,4
3086,2021-07-22,목,17,403,30,6669.01,47.0,313443.47000000003,0,49,4
3962,2021-03-22,월,15,403,20,32870.33,77.0,2531015.41,0,49,4
6704,2020-03-04,수,24,403,20,11822.34,54.0,638406.36,0,49,4
8768,2021-04-12,월,19,403,30,40845.27,61.0,2491561.4699999997,0,49,4
2447,2021-02-26,금,8,345,20,46318.35,18.0,833730.2999999999,1,45,2
2726,2021-03-13,토,9,345,20,20708.33,57.599999999999994,1192799.808,1,45,2
3095,2020-01-17,금,19,345,30,11722.34,21.599999999999998,253202.54399999997,1,45,2
4487,2020-02-29,토,1,345,30,15346.48,4.8,73663.10399999999,1,45,2
4677,2020-03-21,토,1,345,20,23694.97,5.3999999999999995,127952.83799999999,1,45,2
4809,2020-10-05,월,20,345,20,40884.31,44.4,1815263.3639999998,1,45,2
5196,2020-11-21,토,4,345,20,2691.96,25.8,69452.568,1,45,2
6045,2021-07-19,월,18,345,30,15789.76,48.0,757908.48,1,45,2
7912,2020-05-18,월,2,345,30,22986.85,25.2,579268.62,1,45,2
2450,2020-07-02,목,23,409,30,46823.39,66.24,3101581.3535999996,1,15,10
4758,2021-04-02,금,18,409,20,32663.39,30.24,987740.9136,1,15,10
6068,2020-06-17,수,22,409,30,1750.96,32.04,56100.7584,1,15,10
6111,2021-04-10,토,5,409,10,49016.89,0.36,17646.0804,1,15,10
7731,2021-06-20,일,14,409,20,5293.05,23.04,121951.872,1,15,10
9530,2020-10-22,목,2,409,20,46602.91,5.3999999999999995,251655.714,1,15,10
2453,2020-02-22,토,1,923,10,3998.78,19.2,76776.576,1,68,3
3081,2020-06-02,화,11,923,10,28664.34,1.2,34397.208,1,68,3
3679,2021-01-19,화,8,923,30,13771.95,28.2,388368.99,1,68,3
9142,2021-12-07,화,10,923,30,43330.84,17.4,753956.6159999999,1,68,3
9285,2021-09-08,수,3,923,20,39133.06,52.199999999999996,2042745.7319999996,1,68,3
9991,2021-04-21,수,2,923,30,43268.92,16.8,726917.856,1,68,3
2463,2020-01-01,수,4,804,10,37337.23,41.4,1545761.3220000002,1,45,5
5270,2020-07-25,토,9,804,30,5659.77,56.4,319211.028,1,45,5
6496,2020-08-06,목,14,804,20,49010.14,19.2,940994.688,1,45,5
7158,2020-10-26,월,14,804,30,22847.06,76.8,1754654.208,1,45,5
9764,2021-04-08,목,22,804,30,48674.95,37.199999999999996,1810708.1399999997,1,45,5
2487,2020-08-02,일,12,177,10,2461.43,15.5,38152.165,0,80,1
2644,2020-01-03,금,7,177,10,15484.75,31.5,487769.625,0,80,1
3177,2020-06-10,수,2,177,10,32105.33,7.75,248816.30750000002,0,80,1
3860,2020-04-18,토,3,177,10,26229.65,15.75,413116.98750000005,0,80,1
4793,2020-03-21,토,6,177,30,49453.59,10.5,519262.69499999995,0,80,1
5088,2021-07-19,월,6,177,10,41261.56,37.5,1547308.5,0,80,1
6692,2021-11-14,일,9,177,30,38320.02,97.0,3717041.9399999995,0,80,1
8221,2021-08-08,일,20,177,30,43791.45,26.0,1138577.7,0,80,1
9057,2021-10-14,목,22,177,30,2445.52,4.5,11004.84,0,80,1
9104,2021-03-11,목,22,177,20,11693.01,34.0,397562.34,0,80,1
2495,2021-07-03,토,20,251,20,30037.55,80.0,2403004.0,0,46,1
3115,2020-08-30,일,7,251,30,22745.79,23.0,523153.17000000004,0,46,1
3312,2020-10-18,일,4,251,20,37393.92,5.5,205666.56,0,46,1
3585,2021-09-19,일,12,251,10,19898.73,72.0,1432708.56,0,46,1
3587,2020-09-19,토,3,251,20,49071.75,8.5,417109.875,0,46,1
5326,2020-08-21,금,19,251,10,2595.76,97.0,251788.72000000003,0,46,1
6694,2021-03-06,토,9,251,30,39878.34,30.0,1196350.2,0,46,1
9614,2020-01-21,화,5,251,10,15597.68,11.5,179373.32,0,46,1
2503,2021-06-30,수,21,704,20,41631.27,29.0,1207306.8299999998,0,64,7
4175,2021-05-10,월,23,704,10,28478.55,48.0,1366970.4,0,64,7
5636,2021-09-01,수,24,704,20,40578.82,20.0,811576.4,0,64,7
8704,2021-06-09,수,20,704,20,20401.73,39.0,795667.47,0,64,7
9272,2020-08-02,일,18,704,10,46615.9,18.0,839086.2000000001,0,64,7
2514,2020-10-14,수,24,76,10,45051.42,23.5,1058708.3699999999,0,77,4
2626,2020-07-17,금,8,76,20,5357.96,27.5,147343.9,0,77,4
3380,2020-08-01,토,17,76,10,1336.67,7.0,9356.69,0,77,4
4656,2020-03-14,토,7,76,30,45959.07,21.5,988120.005,0,77,4
5765,2020-07-15,수,17,76,10,34179.22,5.5,187985.71000000002,0,77,4
6474,2020-05-23,토,13,76,20,25379.29,17.0,431447.93,0,77,4
7217,2020-12-13,일,16,76,30,35352.64,31.5,1113608.16,0,77,4
7310,2021-05-07,금,1,76,10,40058.35,41.5,1662421.525,0,77,4
7688,2021-04-12,월,10,76,30,42447.68,2.0,84895.36,0,77,4
7835,2020-01-31,금,7,76,30,5755.42,9.0,51798.78,0,77,4
8261,2021-04-19,월,3,76,20,43455.91,45.0,1955515.9500000002,0,77,4
8586,2020-12-14,월,24,76,10,15732.3,9.0,141590.69999999998,0,77,4
2517,2020-04-05,일,22,592,20,46202.04,18.5,854737.74,0,70,2
3672,2021-10-18,월,23,592,20,31631.95,20.0,632639.0,0,70,2
4062,2020-11-17,화,23,592,30,21638.66,18.5,400315.21,0,70,2
5039,2021-05-26,수,21,592,30,49678.94,18.0,894220.92,0,70,2
5325,2020-09-01,화,18,592,10,2828.77,11.0,31116.47,0,70,2
5799,2020-03-29,일,20,592,10,11327.06,27.0,305830.62,0,70,2
6066,2020-05-12,화,2,592,20,18970.82,23.25,441071.565,0,70,2
6871,2021-01-31,일,14,592,30,5701.44,33.5,190998.24,0,70,2
7174,2020-11-23,월,4,592,30,11178.87,17.25,192835.5075,0,70,2
7928,2020-10-08,목,9,592,30,44930.09,18.0,808741.6199999999,0,70,2
8267,2020-08-18,화,11,592,20,18434.25,26.5,488507.625,0,70,2
9279,2021-06-23,수,3,592,30,12804.29,6.25,80026.8125,0,70,2
9517,2020-01-17,금,19,592,30,48264.22,87.0,4198987.14,0,70,2
2542,2021-09-27,월,1,109,20,49685.74,26.4,1311703.5359999998,1,38,2
2574,2020-08-04,화,1,109,10,29661.04,42.6,1263560.304,1,38,2
4137,2021-07-22,목,19,109,20,19072.13,104.39999999999999,1991130.372,1,38,2
8622,2021-06-12,토,24,109,20,2729.18,106.8,291476.424,1,38,2
8761,2021-03-06,토,3,109,30,17451.54,22.2,387424.188,1,38,2
8797,2020-07-08,수,1,109,30,16992.3,13.799999999999999,234493.73999999996,1,38,2
2544,2020-06-16,화,20,959,20,24704.87,5.0,123524.34999999999,0,45,5
4767,2020-08-14,금,14,959,10,7662.37,51.0,390780.87,0,45,5
5310,2020-02-26,수,23,959,10,40524.14,166.0,6727007.24,0,45,5
5521,2020-02-16,일,13,959,30,29423.19,47.0,1382889.93,0,45,5
7204,2020-08-16,일,11,959,30,38972.69,196.0,7638647.24,0,45,5
7236,2021-02-28,일,8,959,10,36467.43,80.0,2917394.4,0,45,5
7777,2020-09-25,금,7,959,10,46467.17,59.0,2741563.03,0,45,5
2548,2020-09-02,수,18,148,10,45221.02,64.0,2894145.28,0,46,8
3070,2020-08-10,월,9,148,30,28680.04,43.0,1233241.72,0,46,8
5981,2020-03-30,월,23,148,30,37272.37,30.0,1118171.1,0,46,8
6854,2020-04-29,수,5,148,10,17347.13,10.5,182144.86500000002,0,46,8
7635,2020-02-12,수,9,148,10,26928.32,92.0,2477405.44,0,46,8
8583,2020-08-04,화,14,148,20,41216.36,47.0,1937168.92,0,46,8
2560,2020-10-20,화,24,64,10,35032.62,40.0,1401304.8,0,25,4
2738,2021-06-01,화,18,64,20,19759.0,41.0,810119.0,0,25,4
3849,2020-06-19,금,17,64,10,10243.06,93.0,952604.58,0,25,4
7146,2021-03-29,월,14,64,20,5527.69,31.0,171358.38999999998,0,25,4
7560,2021-04-15,목,19,64,20,2601.55,48.0,124874.40000000001,0,25,4
8207,2021-10-24,일,14,64,10,24345.49,76.0,1850257.2400000002,0,25,4
8505,2020-07-10,금,8,64,20,37406.57,49.0,1832921.93,0,25,4
2578,2020-12-19,토,23,686,30,39257.07,18.599999999999998,730181.5019999999,1,62,5
3622,2020-09-02,수,15,686,30,47489.15,17.4,826311.21,1,62,5
5974,2021-07-15,목,19,686,30,39175.14,11.4,446596.596,1,62,5
6925,2020-07-11,토,20,686,30,1733.68,1.2,2080.416,1,62,5
8722,2021-05-28,금,9,686,30,45958.96,15.6,716959.776,1,62,5
9475,2020-02-24,월,13,686,20,11697.61,52.199999999999996,610615.242,1,62,5
2591,2021-07-01,목,9,201,10,26913.54,3.5999999999999996,96888.74399999999,1,35,8
2910,2020-01-14,화,17,201,10,5227.66,97.2,508128.552,1,35,8
3981,2021-12-31,금,20,201,30,31860.38,61.199999999999996,1949855.2559999998,1,35,8
4745,2021-02-12,금,9,201,30,16091.48,9.6,154478.20799999998,1,35,8
5159,2020-05-01,금,17,201,20,2966.34,50.4,149503.536,1,35,8
5870,2020-08-09,일,15,201,10,44833.09,184.79999999999998,8285155.031999999,1,35,8
7532,2020-11-23,월,10,201,10,32881.75,64.8,2130737.4,1,35,8
9650,2021-12-30,목,21,201,30,26762.87,32.4,867116.9879999999,1,35,8
9786,2021-06-02,수,21,201,10,25504.48,26.4,673318.272,1,35,8
2604,2021-09-24,금,17,6,20,44885.02,20.0,897700.3999999999,0,50,3
2709,2020-12-30,수,22,6,30,25428.24,61.0,1551122.6400000001,0,50,3
3800,2020-01-10,금,18,6,20,49482.19,47.0,2325662.93,0,50,3
4682,2021-03-27,토,4,6,20,39683.41,22.5,892876.7250000001,0,50,3
5187,2021-12-28,화,16,6,30,21973.08,58.0,1274438.6400000001,0,50,3
6070,2021-09-30,목,16,6,20,40980.21,22.0,901564.62,0,50,3
7670,2020-03-27,금,12,6,20,1611.52,71.0,114417.92,0,50,3
7682,2021-04-17,토,14,6,10,35974.26,30.0,1079227.8,0,50,3
2612,2020-12-14,월,8,643,10,7805.15,116.39999999999999,908519.4599999998,1,38,10
3259,2021-04-15,목,24,643,20,36448.83,223.2,8135378.856,1,38,10
3920,2020-05-01,금,13,643,30,14923.7,103.2,1540125.84,1,38,10
4467,2020-04-29,수,4,643,30,34205.65,47.4,1621347.81,1,38,10
7663,2020-12-28,월,2,643,30,20275.64,31.2,632599.968,1,38,10
8028,2020-11-03,화,18,643,10,10815.05,42.0,454232.1,1,38,10
8371,2020-09-03,목,13,643,30,9232.79,106.8,986061.9720000001,1,38,10
9206,2020-11-08,일,13,643,30,47846.0,211.2,10105075.2,1,38,10
2630,2020-01-21,화,8,386,20,4028.97,30.0,120869.09999999999,0,73,3
5591,2020-06-06,토,9,386,10,20992.75,11.0,230920.25,0,73,3
6413,2020-06-19,금,24,386,20,30705.4,30.5,936514.7000000001,0,73,3
8851,2021-04-03,토,14,386,10,32660.68,2.5,81651.7,0,73,3
9863,2020-12-17,목,21,386,10,31718.89,11.5,364767.235,0,73,3
2634,2021-10-28,목,3,538,30,32244.16,39.6,1276868.736,1,29,6
3048,2021-06-16,수,3,538,10,17516.51,37.199999999999996,651614.1719999999,1,29,6
3427,2021-04-17,토,21,538,30,20307.13,42.0,852899.4600000001,1,29,6
5700,2020-08-13,목,12,538,20,28385.03,82.8,2350280.4839999997,1,29,6
5780,2021-12-26,일,9,538,20,48159.88,40.8,1964923.1039999998,1,29,6
5792,2020-05-10,일,21,538,20,9792.27,7.199999999999999,70504.344,1,29,6
5878,2021-08-25,수,18,538,30,10677.81,82.8,884122.668,1,29,6
5931,2020-12-01,화,13,538,10,18681.24,19.2,358679.808,1,29,6
8507,2020-12-15,화,5,538,10,35612.67,24.0,854704.08,1,29,6
9781,2021-02-14,일,2,538,30,2939.27,32.4,95232.348,1,29,6
2650,2020-07-09,목,8,510,10,3567.06,10.799999999999999,38524.24799999999,1,33,5
4419,2021-03-24,수,3,510,20,12636.25,42.0,530722.5,1,33,5
5229,2021-02-15,월,10,510,30,2220.92,34.8,77288.016,1,33,5
5293,2020-08-25,화,1,510,20,32042.45,32.4,1038175.38,1,33,5
5314,2020-12-29,화,18,510,20,16708.51,102.0,1704268.0199999998,1,33,5
5581,2021-11-18,목,6,510,10,29779.49,34.8,1036326.252,1,33,5
6094,2021-05-16,일,14,510,20,42340.48,31.2,1321022.976,1,33,5
6812,2021-03-05,금,17,510,20,34233.11,1.2,41079.731999999996,1,33,5
6960,2020-01-13,월,5,510,10,1588.31,17.4,27636.593999999997,1,33,5
7079,2021-01-22,금,6,510,10,7627.77,52.199999999999996,398169.594,1,33,5
8124,2021-03-22,월,19,510,30,5770.4,19.2,110791.68,1,33,5
8259,2021-12-30,목,18,510,10,5737.98,98.39999999999999,564617.232,1,33,5
8337,2021-10-22,금,12,510,30,44634.68,216.0,9641090.88,1,33,5
8830,2020-09-08,화,10,510,10,27140.51,34.8,944489.7479999999,1,33,5
9866,2020-12-11,금,2,510,30,34186.33,34.8,1189684.284,1,33,5
2667,2021-08-14,토,3,281,30,19758.7,3.5,69155.45,0,69,9
3124,2021-02-15,월,9,281,20,49304.4,0.5,24652.2,0,69,9
3780,2021-10-29,금,7,281,30,34649.84,8.5,294523.63999999996,0,69,9
5158,2021-02-18,목,3,281,10,13856.38,16.5,228630.27,0,69,9
7378,2020-06-23,화,5,281,20,46294.98,34.5,1597176.81,0,69,9
9146,2020-03-15,일,4,281,10,26764.95,11.75,314488.16250000003,0,69,9
2687,2020-12-11,금,8,84,30,13182.34,64.0,843669.76,0,23,4
2758,2021-03-26,금,13,84,20,29289.27,90.0,2636034.3,0,23,4
2866,2021-04-21,수,15,84,30,9896.18,29.0,286989.22000000003,0,23,4
4348,2020-04-15,수,16,84,20,49613.77,55.0,2728757.3499999996,0,23,4
6584,2020-11-27,금,21,84,30,8660.28,39.0,337750.92000000004,0,23,4
6735,2021-12-20,월,1,84,30,19913.25,50.0,995662.5,0,23,4
7643,2021-08-05,목,22,84,30,11920.35,1.0,11920.35,0,23,4
8965,2021-09-10,금,24,84,30,2652.24,10.0,26522.399999999998,0,23,4
9569,2021-04-29,목,15,84,30,9749.75,64.0,623984.0,0,23,4
9872,2021-06-11,금,7,84,30,38074.0,36.0,1370664.0,0,23,4
2695,2020-11-29,일,10,535,10,42159.85,55.0,2318791.75,0,26,7
3244,2021-06-01,화,4,535,20,8251.34,11.5,94890.41,0,26,7
5728,2020-01-12,일,10,535,20,47221.27,132.0,6233207.64,0,26,7
6577,2021-10-13,수,3,535,20,39177.11,26.0,1018604.86,0,26,7
7372,2020-04-15,수,5,535,20,12573.32,22.0,276613.04,0,26,7
8516,2021-10-05,화,2,535,30,32038.56,34.0,1089311.04,0,26,7
2732,2021-09-02,목,9,815,20,23974.55,108.0,2589251.4,1,47,2
2744,2020-08-24,월,12,815,30,2912.82,94.8,276135.336,1,47,2
4283,2020-06-24,수,9,815,10,17197.99,16.8,288926.232,1,47,2
5364,2021-04-22,목,11,815,10,49645.29,49.199999999999996,2442548.2679999997,1,47,2
6299,2020-08-05,수,9,815,30,10719.35,94.8,1016194.38,1,47,2
7978,2020-04-19,일,12,815,10,19747.43,97.2,1919450.196,1,47,2
9210,2020-11-03,화,20,815,20,41866.27,10.799999999999999,452155.7159999999,1,47,2
2753,2021-06-13,일,20,505,20,6065.62,24.0,145574.88,0,24,9
3486,2020-04-29,수,18,505,30,47334.64,154.0,7289534.56,0,24,9
3809,2021-11-15,월,1,505,10,3099.53,39.0,120881.67000000001,0,24,9
4245,2021-09-02,목,3,505,10,32937.55,42.0,1383377.1,0,24,9
4833,2020-05-24,일,2,505,20,28017.14,20.5,574351.37,0,24,9
5503,2020-09-25,금,7,505,20,17170.1,59.0,1013035.8999999999,0,24,9
6391,2020-05-06,수,15,505,30,29163.81,60.0,1749828.6,0,24,9
7144,2021-08-06,금,4,505,20,11807.71,45.0,531346.95,0,24,9
